EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3
0,0,58.49,1,3,71.11,0,69.87,0
0,0,95.54,3,4,87.37,0,0,100
0,0,78.74,2,3,62.65,0,90.9,0
0,0,46.51,2,3,69.95,0,49.97,0
1,60.42,73.99,3,2,64.17,0,65.51,71.1
1,53.62,65.11,1,4,77.21,60.16,66.13,0
1,81.33,74.1,1,4,74.2,0,71.8,85.35
1,66.85,74.01,2,3,63.74,74.26,77.14,0
1,52.07,60.81,2,2,51.9,0,64.45,58.36
1,58.38,88.26,3,1,61.99,0,67.43,0
1,48.89,72,3,3,63.94,53.32,0,50.88
1,50.88,79.41,1,2,74.99,72.27,67.39,0
0,0,83.51,2,1,54.94,0,0,90.23
0,0,62.62,1,4,68.68,0,0,73.84
0,0,60.88,1,1,84.67,0,0,68.79
0,0,81.22,3,2,59.07,0,88.42,0
0,0,83.93,2,4,77.16,0,0,95.59
0,0,56.23,3,1,96.63,0,0,70.62
0,0,90.11,3,4,56.37,0,100,0
1,49.33,67.64,1,4,69.11,54.28,0,52.4
0,0,76.92,1,4,77.94,0,81.1,0
1,56.27,75.64,2,3,67.13,0,63.92,67.51
0,0,60.29,1,3,62.55,0,66.68,0
1,35.37,61.36,1,4,67.08,39.27,0,49.63
0,0,49.16,3,4,59.09,58.11,0,0
1,49.37,58.49,3,1,67.64,0,58.35,0
1,59.76,55.18,2,1,70.72,0,64.11,0
0,0,70.4,1,3,65.83,0,0,78.01
1,74.31,83.69,1,1,66.9,74.54,0,0
1,68.16,69.73,1,2,71.24,0,61.13,66.06
0,0,73.39,3,1,67.26,0,86.04,0
1,50.76,77.78,3,1,64.46,58.64,0,0
0,0,76.8,3,1,71.51,0,85.24,0
0,0,66.14,3,3,75.36,0,0,76.22
0,0,55.37,1,3,74.25,0,0,66.25
1,62.59,65.7,2,1,76.32,0,54.9,0
1,35.26,70.63,2,4,78.57,56.38,0,52.69
0,0,61.28,1,3,59.46,0,69.16,0
0,0,73.62,1,1,57.51,0,79.5,0
1,71.74,67.07,1,3,67.91,61.81,0,76.04
0,0,76.22,3,3,60.33,0,0,85.97
0,0,61.97,3,2,73.61,0,0,72.89
1,54.65,60.78,2,2,69.69,58.86,0,49.02
0,0,87.74,1,1,72.65,100,0,0
1,62.26,70.29,3,1,66.93,0,67.03,0
1,56.17,75.53,2,1,69.93,61.46,0,0
0,0,59.02,2,4,76.51,0,68.58,0
0,0,66.23,3,1,82.41,78.62,0,0
1,64.48,76.82,2,3,87.39,0,64.27,64.71
1,73.66,85.66,1,3,68.26,80.32,0,86.11
1,59.55,62.76,3,3,75.27,63.63,0,56.22
0,0,61.97,2,1,69.34,0,74.22,0
0,0,69.77,3,4,59.91,0,0,77.3
1,41.59,54.76,2,2,76.83,0,45.56,48.4
0,0,69.7,1,2,71.08,0,0,78.1
0,0,69.35,1,1,60.93,0,0,80.95
1,61.03,77.25,2,2,73.57,0,59.68,74.26
1,55.92,84.15,2,2,72.94,70.77,66.07,0
0,0,75.7,1,2,69.7,0,84.59,0
0,0,77.42,2,1,55.17,91.59,0,0
0,0,70.52,3,4,60.79,0,0,79.69
0,0,66.4,3,3,68.51,0,0,76.31
1,60.6,50.04,3,2,78.64,53.19,0,49.65
1,55.08,61.14,2,4,66.84,66.68,62.68,0
1,81.84,72.17,1,3,69.21,79.53,0,83.28
1,60.83,53.54,3,1,73.28,56.91,0,0
0,0,72.43,2,4,88.99,0,0,83.96
0,0,65.99,1,4,74.46,0,0,78.31
1,66.89,59.78,3,1,65.7,0,57.6,0
0,0,65.3,2,3,62.34,75.19,0,0
0,0,77.29,3,1,67.98,0,0,86.43
1,35.38,78.86,3,1,55.81,53.86,0,0
0,0,50.63,1,2,80.16,0,0,61.35
0,0,68.51,2,1,71.62,0,0,83.69
0,0,79.14,3,2,65.6,87.7,0,0
1,78.25,67.42,1,1,85.19,71.72,0,0
0,0,71.09,1,2,62.15,0,0,77.82
1,90.52,55.05,3,2,100,73.78,81.9,0
1,75.81,65.2,3,4,69.07,74.7,0,66.73
0,0,88.29,2,2,61.36,0,96.68,0
1,68.39,62.12,3,4,58.56,0,55.45,67.93
1,44.04,55.59,1,3,50.5,42.13,0,42.71
0,0,71.49,1,3,80.45,0,0,79.16
0,0,77.89,2,3,57.45,0,86.61,0
0,0,81.94,3,1,61.35,91.07,0,0
0,0,64.82,3,2,62.02,0,0,72.37
0,0,72.22,3,2,71.73,83.89,0,0
1,47.1,75.44,1,3,56.71,56.65,69.69,0
1,72.89,76.49,3,4,63.89,77.66,0,79.47
1,47.86,64.53,1,3,66.52,64.27,60.16,0
0,0,87.13,3,1,60.58,0,0,96.68
1,78,63.13,3,1,90.11,0,62.1,0
1,66.84,77.08,1,3,66.23,62.14,72.06,0
0,0,69.78,1,1,55.78,0,82.34,0
1,60.62,64.13,3,1,60.08,0,69.19,0
0,0,63.57,3,1,64.16,0,0,76.17
0,0,64.14,2,3,64.13,0,70.94,0
0,0,65.53,2,3,67.48,0,0,73.65
0,0,59.81,3,3,59.63,68.29,0,0
1,44.96,76.97,2,2,60.78,0,68.04,51.34
1,45.35,62.96,3,4,67.6,57.82,55.38,0
1,51.16,63.85,1,3,80.88,54.65,48.2,0
1,27.32,74.89,3,3,66.77,0,57.93,59.52
1,50.56,68.92,2,3,54.27,60.67,0,64.71
0,0,55.78,2,4,84.15,67.78,0,0
1,61.18,60.64,3,2,56.77,54.78,52.33,0
0,0,68.03,2,1,69.87,0,0,78.55
1,41.4,64.25,3,3,83.57,44.09,0,50.94
1,73.5,77.5,2,4,67.61,0,74.04,82.22
1,87.03,62.36,1,3,51.48,0,66.34,78.53
1,56.88,60.33,1,3,80.83,67.42,0,53.17
1,83.62,59.89,1,3,71.01,0,73.07,77.85
0,0,74.07,1,2,67.96,0,0,85.88
0,0,74.83,1,1,73.03,0,82.44,0
1,76.76,53.28,3,4,67.59,0,72.82,73.58
1,36.54,76.22,3,1,61.47,0,59.33,0
0,0,78.61,3,2,61.87,0,0,88.06
0,0,53.09,2,2,60.24,65.68,0,0
1,60.46,63.1,3,2,67.65,57.67,66.16,0
1,59.45,84.29,3,2,70.04,64.37,0,78.35
1,79.05,80.06,2,2,83.23,0,86.86,85.43
1,49.35,70.25,1,2,69.57,69.54,63.73,0
0,0,75.01,1,3,60.81,86.22,0,0
0,0,91.12,2,2,77.98,0,98.38,0
0,0,75.03,3,3,65.96,87.35,0,0
0,0,57.79,2,1,76.96,0,0,67.32
0,0,83.65,2,1,77.9,0,91.2,0
0,0,61.29,2,1,76.13,0,71.97,0
1,47.87,79.94,1,3,76.58,62.55,61.01,0
1,43.44,76.56,2,4,64.87,51.47,65.9,0
0,0,78.9,3,4,70.95,0,0,90.03
0,0,85.41,1,4,85.95,0,96.48,0
0,0,55.34,1,4,71.98,0,0,63.43
0,0,69.3,3,1,52.68,78.59,0,0
1,51.03,89.46,1,2,76.17,0,63.11,61.9
1,37.2,79.76,3,3,72.11,0,58.55,48.92
0,0,71.77,3,1,69.26,85.86,0,0
0,0,59.77,2,1,74.25,0,0,68.2
1,41.1,71.07,1,2,80.53,0,46.63,61.02
0,0,60.88,2,4,69.6,0,0,68.3
1,80.14,55.32,1,1,58.5,0,67.39,0
1,48.9,75.76,2,3,64.09,0,53.42,63.43
0,0,70.65,3,2,61.85,82.96,0,0
0,0,62.26,1,1,100,0,0,70.87
1,62.97,73.95,1,1,72.36,0,68.14,0
1,61.47,64.96,2,2,74.5,56.43,0,56.37
0,0,87.8,1,2,70.85,0,0,98.6
1,62.38,69.69,1,2,77.44,65.67,67.4,0
0,0,85.77,2,4,69.03,0,0,92.84
0,0,61.87,2,2,68.64,0,0,72.01
1,37.01,76.13,1,4,71.98,0,55.31,63.75
1,34.32,88.44,1,4,86.09,71.03,69.59,0
0,0,72.71,1,2,64.32,81.96,0,0
0,0,81.36,2,4,80.18,90.67,0,0
1,58.79,52.62,3,4,62.2,57.11,53.5,0
0,0,77.07,2,4,91.54,0,87.35,0
0,0,70.3,3,1,58.81,79.92,0,0
0,0,77.65,2,3,76.92,90.51,0,0
1,70.55,78.68,3,2,74.13,75.14,0,78.56
1,73.94,47.44,2,3,77.78,53.48,0,69.5
1,65.57,65.56,3,1,75.76,63.58,0,0
0,0,63.3,1,3,81.22,0,0,75.16
1,69.65,71.52,1,3,64.46,77,0,69.39
1,70.33,50.59,1,3,76,60.75,0,59.37
0,0,59.09,2,4,68.23,0,72.74,0
0,0,80.02,1,1,78.87,0,91.79,0
1,70.63,71.77,2,2,82.45,0,77.21,72.94
1,66.34,59.12,2,2,50.04,57.87,60.42,0
1,13.25,67.47,3,2,67.74,39.43,0,49.41
1,69.67,80.98,1,4,77.85,0,66.52,69.48
0,0,51.6,1,3,50.59,0,0,63.28
1,69.95,67.89,1,1,51.98,0,69.99,0
1,57.69,67.7,1,1,73,0,57.5,0
0,0,71.87,2,1,67.72,82.73,0,0
0,0,75.04,3,4,88.12,86.17,0,0
1,46.7,89.1,2,4,72.08,67.52,77.13,0
1,57.79,75.54,1,1,81.54,0,76.54,0
1,75.9,64.13,2,3,79.41,0,73.72,77.95
1,60.39,82.58,1,3,60.61,0,75.61,79.57
1,58.28,61.41,2,2,62.62,64.32,64.11,0
0,0,74.36,1,4,64.15,0,84.33,0
0,0,85.71,3,1,66.57,0,96.13,0
1,59.91,80.77,3,4,83.97,76.61,72.81,0
0,0,78.11,3,1,64.38,0,0,86.68
1,83.33,47.68,2,3,73.39,71.77,0,67.96
0,0,68.99,3,4,88.26,82.13,0,0
1,55.71,64.13,2,2,75.57,51.39,0,62.69
1,82.45,83.25,2,2,82.09,83.45,0,86.57
0,0,78.41,3,2,66,0,92.5,0
1,70.78,72.61,3,4,64.75,69.68,74.72,0
1,41.76,77.94,2,2,81.94,68.94,67.56,0
1,62.11,63.5,2,4,77.35,70.25,0,70.4
1,48.84,76.34,1,4,70.28,70.19,54.93,0
1,57.61,70.95,3,2,73.21,0,61.85,64.49
1,63.6,53.17,1,2,72.13,0,67.68,57.45
0,0,73.44,2,3,53.48,80.81,0,0
0,0,77.07,3,3,68.3,0,85.9,0
1,79.09,81.93,3,1,62.53,0,72.38,0
1,34.56,75.27,3,3,84.13,0,59.3,51.08
0,0,80.07,3,4,81.45,91.18,0,0
0,0,52.68,1,1,63.19,0,65.93,0
0,0,66.27,3,4,85.34,0,0,79.48
0,0,68.57,3,2,64.13,0,0,79.19
1,73.17,66.7,1,3,72.7,66.96,0,68.27
1,61.3,69.11,2,4,63.07,67.25,0,69.96
0,0,64.23,2,2,74.04,0,0,72.99
0,0,77.36,3,4,70.89,87.47,0,0
0,0,60.09,2,3,76.42,0,0,67.92
0,0,71.25,1,4,80.69,80.7,0,0
1,68.75,70.73,3,3,71.51,64.03,0,72.81
0,0,71.44,3,4,55.34,0,83.5,0
0,0,60.52,2,1,63.78,71.66,0,0
0,0,83.99,1,3,53.58,94.41,0,0
1,36.65,67.74,1,2,70.81,50.7,52.61,0
1,40.05,55.61,1,3,59.55,38.99,0,43.11
1,54.67,78.01,1,4,65.36,75.61,57.71,0
0,0,69.97,3,4,68.7,0,77.43,0
1,82.3,69.03,3,2,69.12,77.92,0,73.49
1,53.85,69.04,3,1,87.48,0,66.58,0
0,0,73.95,1,3,70.64,0,0,86.31
1,82.3,69.47,1,3,70.32,77.65,80.1,0
0,0,62.27,1,4,76.97,0,75.85,0
1,67.53,55.81,1,3,65.2,0,63.55,54.22
1,59.16,73.03,2,3,75.71,74.44,72.95,0
0,0,54.82,2,1,82.08,60.94,0,0
0,0,81.2,3,3,76.37,0,0,89.81
1,58.15,60.46,2,3,68.1,49.63,54.89,0
1,67.57,61.5,3,2,59.43,56.1,70.14,0
0,0,60.18,2,1,62.19,0,69.92,0
1,70.7,56.37,1,4,71.61,0,73.5,59.75
0,0,62.27,3,3,62.57,0,0,71.15
0,0,67.16,2,4,92.99,78.5,0,0
0,0,46.72,1,3,70,0,57.59,0
1,44.59,45.55,1,4,56.34,0,50.63,50.26
1,64.85,62.84,2,1,81.2,69.77,0,0
1,39.46,78.83,3,3,66.91,49.49,0,54.17
1,48.51,57,2,4,70.91,0,56.93,54.13
1,79.22,69.24,3,4,69.5,0,75.2,68.12
0,0,84.31,3,4,70.68,94.92,0,0
1,35.01,56.77,1,1,78.84,40.54,0,0
0,0,65.62,1,2,72.38,0,74.6,0
0,0,62.57,3,1,59.42,0,69.93,0
1,59.77,78.92,3,1,81.17,76.34,0,0
0,0,74.64,3,3,71.02,0,0,84.85
1,76.21,76.18,3,1,75.21,0,81.78,0
0,0,94.96,3,4,71.36,0,0,100
0,0,86.29,2,2,59.07,0,97.21,0
0,0,69.01,2,1,65.21,0,0,79.3
1,68.56,67.98,2,2,59.12,63.66,0,70.79
1,83.14,55.51,3,3,52.28,72.44,75.44,0
1,59.99,52.86,2,2,71.77,58.73,0,62.64
1,65.61,69.5,3,1,67.48,76.91,0,0
0,0,57.01,1,4,56.75,0,0,67.12
1,48.01,76.25,3,1,60.58,0,55.17,0
1,82.67,62.08,1,2,68.15,80.41,79,0
0,0,64.17,1,2,53.8,71.94,0,0
0,0,54.47,1,1,72.52,63.21,0,0
1,61.1,91.1,2,1,53.35,79.66,0,0
0,0,77.59,3,1,88.44,0,86.59,0
1,50.6,62.9,3,1,66.99,0,63.01,0
0,0,71.51,2,2,68.62,0,78.87,0
1,81.22,83.23,3,1,89.07,78.11,0,0
0,0,60.72,1,4,58.64,69,0,0
1,36.3,89.07,3,2,62.57,56.37,0,60.35
0,0,59.68,2,3,54.74,0,0,66.86
1,43.75,68.23,2,4,56.23,50.32,52.73,0
1,58.04,53.5,3,1,69.58,0,46.87,0
1,81.01,44.61,3,4,66.93,65.2,57.48,0
1,50.23,80.1,2,2,74.94,0,63.1,63.65
1,67.57,70.86,2,1,56.29,0,65.72,0
1,79.55,52.66,1,4,79.02,60.14,0,68.57
0,0,53.59,2,4,61.24,0,64.06,0
1,57.86,81.45,1,1,80.75,0,75.52,0
0,0,68.49,3,1,56.74,0,0,78.52
1,41.96,84.31,3,1,65.24,0,64.25,0
0,0,76.37,3,4,69.08,0,85.81,0
1,56.99,69.33,2,4,72.55,70.41,0,70.13
0,0,70.32,1,2,63.52,0,79.09,0
1,59.29,64.45,3,3,76.76,64.49,0,56.39
0,0,70.98,3,2,62.17,79.4,0,0
1,48.23,69.39,2,2,67.39,58.31,49.07,0
0,0,78.38,1,4,68.41,0,86.79,0
0,0,68.37,1,1,64.08,78.57,0,0
0,0,78.24,1,1,70.63,0,0,85.53
1,55.78,79.21,1,3,61.62,65.26,70.49,0
0,0,71.81,2,3,76.05,0,83.71,0
1,66.67,56.87,3,4,53.59,0,64.32,66.33
1,75.34,68.4,2,4,61.41,0,64.52,62.83
1,52.53,50.94,1,2,78.96,51.24,48.69,0
1,53.53,57.93,3,3,85.49,0,48.74,57.32
0,0,77.3,3,3,69.97,0,86.3,0
1,67.95,74.95,1,4,55.18,0,79.65,64.38
0,0,69.97,2,2,77.25,0,0,76.28
1,54.36,66.98,3,4,91.21,0,54.72,63.33
0,0,62.61,3,2,46.81,0,0,72
1,39.27,64.87,1,2,65.28,0,42.71,54.13
1,58.31,79.65,2,3,88.18,72.45,61.05,0
0,0,74.77,1,1,64.13,83.51,0,0
1,64.43,56.29,1,1,62.97,60.16,0,0
1,43.52,71.99,1,3,65.92,0,65.27,64.93
1,39,71.4,1,2,71.5,59.43,0,57.23
1,62.62,86.49,3,1,58.31,0,69.36,0
1,35.21,52.42,1,3,71.99,52.54,48.91,0
1,75.99,62.17,1,4,72.42,59.64,60.87,0
1,60.96,79.74,2,3,83.35,67.94,0,72.8
1,35.89,58.89,2,4,72.44,47.91,43.23,0
0,0,93.86,3,4,56.79,100,0,0
1,49.14,58.21,3,4,64.73,0,50.99,60.59
0,0,70.29,1,2,61.62,0,0,78.06
1,37.65,75.6,2,1,64.82,0,52.78,0
0,0,78.81,2,4,78.71,89.64,0,0
0,0,77.15,2,1,62.75,86.19,0,0
0,0,65.38,1,4,59.05,0,0,80.4
1,76.92,79.13,2,3,82.78,84.2,76.8,0
1,61.57,62.45,3,2,62.26,67.38,71.51,0
0,0,64.65,3,3,60.47,0,0,72.63
1,54.98,74.57,1,4,85.1,71,67.44,0
1,46.81,85.1,1,3,77.09,61.24,0,67.99
0,0,67.72,1,3,67.87,0,79.8,0
1,73.13,61.1,1,2,55.91,0,73.28,59.61
0,0,82.1,2,3,65.67,0,0,89.66
0,0,57.35,3,4,68.49,65.37,0,0
1,65.64,88.38,2,2,55.61,86.18,71.27,0
0,0,60.16,2,3,69.32,0,0,69.77
1,72.15,76.41,3,2,77.34,66.71,65.08,0
1,76.2,79.27,2,4,71.3,74.54,0,73.72
1,76.41,77.85,1,1,70.99,67.28,0,0
1,43.59,72.27,2,3,84.4,49.66,67.67,0
0,0,70.5,1,3,81.74,80.52,0,0
1,76.98,53.47,2,3,77.07,64.97,0,68.62
1,34.73,62.19,1,4,48.01,45.5,0,50.47
1,52.51,77.25,1,3,79.09,65.11,62.17,0
0,0,76.63,2,3,69.65,0,0,88.46
0,0,59.62,3,3,80.65,0,0,71.49
1,44.81,73.47,3,3,66.68,0,50.52,65.73
1,78.76,72.52,2,4,61.74,78.59,0,68.01
1,56.48,87.51,2,4,63.7,69.57,0,70.26
1,47.05,65.82,1,4,52.86,61.52,54.12,0
1,44.47,64.8,2,1,81.24,0,52.71,0
0,0,60.77,3,4,83.65,0,0,70.14
1,59.83,60.01,2,4,76.94,0,67.36,53.45
0,0,73.75,2,2,69.28,0,84.87,0
0,0,62.96,3,2,76.51,0,0,71.94
1,38.52,80.75,3,1,65.11,0,58.34,0
0,0,63.73,3,2,56.54,0,0,72.97
1,76.05,85.34,3,4,74.4,0,77.56,84.99
0,0,74.18,2,2,63.74,86.82,0,0
0,0,72.58,2,1,71.62,0,80.48,0
1,43.53,58.5,1,2,59.15,56.41,43.49,0
0,0,73.29,3,2,61.47,82.58,0,0
1,47.08,70.46,2,4,90.08,53.47,0,66.36
1,52.36,76.32,2,2,79.83,68.23,54.62,0
1,76.48,64.89,3,3,79.59,73.78,79.47,0
1,58.09,55.46,3,4,52.66,53.16,0,60.73
1,72.2,72.75,2,2,72.43,70.82,0,72.73
1,67.1,71.4,2,4,60.02,69.22,0,76.94
0,0,72.44,2,3,62.33,0,84.62,0
0,0,80.06,2,2,84.53,0,0,88.87
1,56.68,60.6,2,4,85.15,67.52,54.16,0
0,0,46.18,3,4,59.51,0,0,58.15
0,0,74.75,3,4,60.72,0,83.29,0
1,84.44,74.06,1,2,74.48,84.59,0,84.13
0,0,65.23,3,1,75.7,75.5,0,0
1,55.5,71.71,1,4,67.77,67.23,69.49,0
1,44.9,59.52,2,3,65.89,0,58.85,42.73
0,0,48.94,2,3,69.96,0,58.79,0
1,86.95,53.07,3,3,76.13,64.59,0,66.6
1,56.93,70.42,3,3,64.32,0,57.28,67.3
1,53.28,83.83,2,2,46.3,73.51,74.78,0
1,57.02,66.1,2,3,61.03,56.15,54.99,0
0,0,78.14,2,4,59.43,0,0,88.83
1,45.52,64.06,2,4,63.24,63.3,47.08,0
0,0,69.45,3,4,78.81,0,0,80.07
1,53.64,77.97,2,3,68.49,65.33,75.09,0
0,0,71.33,3,4,73.31,0,82.27,0
0,0,64.58,1,4,75.6,0,69.93,0
1,74.82,61.35,2,2,70.9,0,59.79,62.12
0,0,69.07,2,4,79.99,0,78.27,0
1,48.47,81.82,1,2,54.47,63.86,0,67.03
1,42.46,54.29,3,2,68.21,48.42,39.08,0
0,0,78.59,1,4,92.1,0,87.52,0
0,0,72.84,1,2,82.06,0,0,81.07
0,0,60.31,2,1,66.61,0,73.41,0
0,0,69.82,3,1,76.18,0,0,81.61
1,39.45,67.96,2,2,55.32,55.5,51.18,0
0,0,60.52,2,4,53.17,0,70.49,0
1,62.75,64.61,3,2,48.82,60.76,0,66.82
0,0,57.44,2,4,80.98,0,68.56,0
0,0,49.28,2,3,55.46,0,58.31,0
1,65.48,71.51,2,2,93.6,0,66.51,66.44
0,0,80.44,1,2,67.3,91.82,0,0
1,68.82,86.33,3,1,60.54,87.48,0,0
0,0,58.89,3,4,58.56,66.67,0,0
0,0,91.47,3,1,68.03,100,0,0
1,29.71,85.26,2,3,83.33,61.72,0,52.4
1,45.24,84.23,2,3,70.22,72.69,63.43,0
1,57.18,62.14,3,2,72.1,53.34,0,57.41
1,67.3,64.38,1,4,78.53,0,61.89,63.11
1,58.4,50.62,3,1,53.14,0,51.2,0
1,52.6,71.91,3,1,76.66,68.75,0,0
1,68.93,66.06,2,4,75.77,73.94,66.23,0
0,0,71.62,2,3,72.55,79.97,0,0
1,56.52,61.65,2,3,68.07,0,55.72,52.3
0,0,76.73,1,1,63.12,0,86.74,0
0,0,73.43,2,2,78.81,0,0,84.94
1,45.94,58.56,1,1,61.87,57.45,0,0
0,0,69.54,3,3,76.29,0,80.13,0
0,0,72.85,2,4,86.83,0,0,81.58
1,64.99,90.08,3,2,58.14,78.4,73.29,0
0,0,70.96,2,1,86.34,79.56,0,0
1,67.6,60.6,3,1,75.51,0,56.24,0
0,0,66.84,1,4,65.09,0,0,76.27
0,0,69.69,3,1,63.53,81.69,0,0
1,68.35,68.66,2,4,54.08,73.19,71.06,0
0,0,51.59,3,1,75.26,0,0,59.91
0,0,66.68,1,3,76.98,77.25,0,0
1,57.17,63.07,2,1,65.51,0,67.68,0
1,42.36,67.39,3,2,73.03,62.64,0,62.26
0,0,91.21,2,3,84.29,100,0,0
0,0,61.68,1,3,60.77,0,71.32,0
1,59.45,84.38,2,3,74.71,72.29,0,73.61
0,0,81.61,3,3,72.72,0,92.92,0
1,66.29,76.83,2,2,74.15,0,65.08,64.93
1,73.87,70.03,1,1,68.3,79.91,0,0
0,0,76.54,1,3,61.41,0,0,85.91
1,75.18,65.5,3,4,68.9,75.83,73.27,0
1,59.34,64.54,2,1,78.9,56.14,0,0
0,0,62.52,2,1,62.14,0,0,72.89
1,68.57,72.74,1,4,74.47,79.71,69.72,0
0,0,67.9,1,2,75.7,78.6,0,0
0,0,67.6,3,1,70.61,74.98,0,0
0,0,84.2,1,2,68.47,0,0,94.84
1,40.4,62.95,1,3,92.95,46.59,60.34,0
0,0,77.35,2,3,81.27,84.73,0,0
0,0,64.78,2,1,62.84,71.99,0,0
0,0,54.08,3,3,80.7,0,66.29,0
0,0,55.74,2,2,75.29,65.94,0,0
1,59.48,65.08,3,4,77.26,0,60.67,68.01
1,61.09,76.3,3,4,70.24,68.26,68.89,0
0,0,76.42,2,4,57.01,0,0,85.62
1,54.34,67.59,1,3,46.93,65.45,51.6,0
1,72.82,76.18,3,1,60.64,0,71.45,0
1,65.14,70.76,2,2,66.84,0,72.9,77.4
0,0,67.39,1,3,74.72,74.27,0,0
1,96.96,78.55,3,3,63.14,0,80.71,81.31
1,62.91,81.88,3,1,57.19,63.37,0,0
1,76.98,80.16,3,3,66.07,73.04,83.66,0
1,51.59,66.93,2,2,79.66,57.2,0,65.64
1,39.56,75.68,1,1,55.98,0,53.9,0
0,0,48.71,3,4,65.87,0,57.76,0
1,55.98,71.95,1,2,61.37,59.83,0,69.88
1,52.55,73.61,2,2,57.22,69.96,71.17,0
0,0,71.52,1,3,72.31,0,0,80.9
0,0,67.78,1,1,73.38,0,73.29,0
0,0,83.05,2,2,32.6,0,0,94.77
0,0,69.07,2,3,70.45,0,0,75.34
1,53.5,68.6,2,1,64.55,0,55.54,0
1,60.57,67.59,3,1,65.64,0,59.76,0
1,85.71,80.34,3,2,68.28,82.84,0,74.96
1,48.48,67.08,2,3,84.31,67.59,0,62.96
1,71.5,61.66,2,2,67.93,67.25,0,61.48
0,0,68.91,2,2,80.79,77.15,0,0
1,53.11,87.08,1,1,59.31,0,71.32,0
0,0,66.99,1,1,78.32,0,79.26,0
0,0,76.16,2,3,72.14,0,85.9,0
0,0,67.22,2,1,60.31,78.44,0,0
1,59.25,67.23,3,2,69.42,62.13,0,60.09
1,47.35,64.39,1,4,70.82,0,53.64,56.47
0,0,57.84,3,3,71.09,0,0,70.3
0,0,68.9,2,3,91.6,0,0,77.86
0,0,77.18,1,2,69.86,0,87.97,0
0,0,85.76,1,1,65.37,96.36,0,0
0,0,74.42,1,4,88.38,0,82.73,0
0,0,61.83,1,3,58.24,0,72.17,0
1,68.75,77.46,2,3,91.24,76.77,0,73.74
0,0,74.54,3,1,61.64,0,0,85.47
0,0,83.98,1,1,61.31,94.37,0,0
0,0,90.9,1,1,79.46,0,0,100
0,0,82.15,3,4,71.53,90.41,0,0
0,0,66.07,1,1,69.68,71.68,0,0
1,53.71,68.41,1,2,80.61,0,51.2,67.96
0,0,81.58,2,1,78.74,0,91.14,0
1,67.49,64.92,3,1,86.97,0,62.34,0
0,0,68.6,3,3,77.96,0,0,80.31
0,0,76.34,3,2,59.89,83.11,0,0
1,46.23,80.71,1,4,58.89,0,54.08,65.81
0,0,72.23,3,4,74.32,0,0,80.53
1,33.38,41.07,2,1,75.53,0,33.72,0
1,52.9,73.39,2,4,52.23,0,69.77,55.81
1,56.95,66.88,2,3,70.03,0,66.97,59.53
1,68.25,60.24,1,3,64.89,55.21,0,65.66
1,60.01,70.24,3,2,67.81,62.08,68.91,0
1,36.87,81.2,1,4,76.14,0,51.58,59.28
0,0,58.7,1,2,66.32,0,0,69.39
1,58.22,85.9,3,2,58.55,0,69.37,80.33
0,0,79.79,1,4,75.61,0,89.84,0
0,0,79.34,3,1,63.24,0,88.15,0
1,81.34,61.85,2,2,64.78,0,69.35,62.44
1,89.42,67.49,2,1,67.2,73.76,0,0
1,58.92,66.17,1,3,79.94,0,61.23,62.14
0,0,70,2,2,70.64,0,0,80.04
1,43.82,69.38,3,4,63.95,47.67,62.33,0
1,75.92,66.83,2,1,62.52,0,81.32,0
0,0,68.22,3,3,55.55,0,0,78.35
1,32.92,67.88,2,3,59.86,0,52.16,49.7
0,0,72.67,2,1,68.22,0,83.45,0
1,52.17,53.48,2,3,56.58,0,44.66,57.02
0,0,74.87,3,4,68.11,0,82.55,0
1,66.12,86.97,2,2,56.12,0,79.97,76.13
0,0,80.73,1,4,63.63,90.99,0,0
1,19.2,60.54,2,2,71.41,47.98,0,40.24
1,43.55,80.45,1,3,64.13,69.33,0,70.95
0,0,92.9,1,1,54.21,0,100,0
1,41.67,67.57,1,4,59.92,46.24,0,48.99
1,50.21,77.21,2,3,83.93,62.38,66.28,0
0,0,92.99,2,2,73.73,0,0,100
0,0,80.3,3,2,60.24,87.52,0,0
1,61.36,85.51,3,2,78.34,0,73.29,74.17
0,0,59.05,1,4,66.14,0,0,66.98
1,80.96,72.36,1,1,75.68,0,70.31,0
1,82.47,73.92,2,1,50.59,68.98,0,0
0,0,75.64,1,1,55.94,84.7,0,0
0,0,77.9,3,4,59.92,87.65,0,0
1,43.43,71.56,1,1,90.14,0,48.6,0
0,0,56.88,1,3,75.92,0,0,70.5
1,50.57,80.66,2,4,74.22,75.6,58.55,0
0,0,73.79,1,3,73.2,86.7,0,0
1,73.48,58.21,2,2,60.88,71.84,0,66.52
1,67.66,77.59,3,2,69.24,64.05,79.03,0
1,79.71,75.53,1,2,69.1,83.8,0,77.49
1,53.56,75.37,3,1,76.18,0,61.48,0
1,80.63,67.13,2,4,85.06,67.13,0,80.7
1,51.69,86.34,3,3,75.56,62.07,65.33,0
1,82.49,75.71,1,2,71.93,81.25,79.31,0
0,0,62.1,2,4,70.96,74.02,0,0
0,0,54.57,1,3,55.89,64.41,0,0
0,0,62.33,3,4,73.74,72.74,0,0
1,55.48,46.3,2,1,78.88,0,49.47,0
0,0,67.39,1,1,81.9,0,70.4,0
0,0,71.29,3,4,71.43,0,0,82.19
