EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5,Course6,Course7
1,43.25,73.89,2,3,60.3,0,0,0,0,0,62.97,57.48
1,59.47,62.38,3,3,55.31,0,0,0,0,0,63.85,69.35
1,63.62,63.19,3,4,55.91,72.1,0,0,0,0,56.14,0
1,76.92,80.85,3,1,77.5,0,85.04,0,0,0,0,0
0,0,83.35,3,3,77.62,0,0,0,0,0,0,95.13
0,0,65.87,3,3,81.05,0,0,0,0,75.42,0,0
1,46.14,74.25,2,1,72.31,0,65.67,0,0,0,0,0
1,81.18,51.19,2,3,56.05,0,0,0,0,68.82,0,59.93
1,39.29,71.98,3,1,70.5,0,48.67,0,0,0,0,0
1,51.96,81.9,1,1,64.21,0,70.54,0,0,0,0,0
1,66.46,75.27,3,4,89.9,68.49,0,0,0,0,0,73.67
1,57.75,71.01,2,1,66.01,72.04,0,0,0,0,0,0
1,44.91,66.11,1,1,70.6,53.34,0,0,0,0,0,0
1,47.68,63.53,2,4,79.9,0,0,0,0,0,61.36,64.11
0,0,68.21,3,4,95.96,0,0,0,0,0,78.65,0
0,0,54.49,2,1,60.01,0,0,0,0,0,64.14,0
0,0,86.1,3,1,66.22,0,0,0,0,95.88,0,0
1,58.49,75.64,3,4,62.38,61.74,0,0,0,0,58.36,0
1,53.99,68.98,2,4,67.59,0,0,0,0,66.07,56.08,0
1,37.92,63.8,2,4,76.56,0,0,0,0,44.35,0,44.53
1,73.7,69.3,3,4,68.97,78.2,0,0,0,0,0,63.99
0,0,77.98,3,3,73.17,0,0,0,0,0,86.19,0
0,0,80.11,3,3,65.86,0,0,0,0,88.42,0,0
1,44.05,60.96,2,4,71.39,0,0,0,0,45.1,0,55.31
0,0,60.26,3,4,57.97,0,0,0,0,71.24,0,0
1,51.54,90.78,1,1,72.17,80.78,0,0,0,0,0,0
1,63.41,81.37,1,1,62.97,0,65.46,0,0,0,0,0
1,84.21,77.09,2,3,72.97,80.4,0,0,81.59,0,0,0
1,75.13,68.61,3,2,70.04,0,0,0,0,68.51,0,63.66
1,67.91,79.24,2,1,80.11,66.95,0,0,0,0,0,0
0,0,57.27,1,2,71.57,0,0,0,0,0,0,69.97
0,0,85.32,1,1,50.62,0,0,0,0,0,0,95.25
0,0,69.64,1,2,66.32,0,0,0,0,0,0,77.88
0,0,77.91,2,1,64.58,0,0,0,0,0,0,85.65
1,59.07,76.46,2,3,83.58,0,0,69.81,0,0,77.18,0
0,0,68.68,2,3,72.84,0,0,0,0,0,0,76.76
0,0,68.25,2,3,70.76,0,0,0,0,0,0,79.14
0,0,82.22,3,2,68.76,0,0,0,0,0,91.25,0
0,0,80.26,3,3,62.84,0,0,0,0,92.26,0,0
1,81.22,52.28,1,4,60.52,0,0,0,0,0,74.07,75.79
1,62.35,53.08,1,4,88.29,0,0,0,0,0,49.47,57.61
1,56.75,60.54,3,3,75.37,65.43,0,0,0,0,0,51.92
1,66.64,61.06,1,3,85.53,0,0,0,0,64.43,55.97,0
1,63.28,58.81,3,3,62.13,63.43,0,0,0,0,0,63.77
0,0,72.72,2,3,62.66,0,0,0,0,84.63,0,0
1,56.21,65.36,3,4,68.21,0,0,0,0,0,70.38,61.5
0,0,82.06,2,1,62.44,0,0,0,0,0,92.26,0
0,0,84.53,1,1,70.45,0,0,0,0,0,0,96.84
1,52.02,69.71,3,3,76.44,0,0,0,0,0,62.32,64.37
1,45.66,86.83,2,1,55.51,0,71.92,0,0,0,0,0
1,62.49,70.24,1,3,66.4,76.32,0,0,0,0,0,63.16
1,79.94,65.65,2,3,82.52,0,0,0,0,69.23,0,65.32
1,59.27,70.65,1,2,65.69,0,0,0,55.82,0,0,57.33
0,0,79.45,3,1,76.63,0,0,0,0,0,0,87.55
0,0,53.86,2,1,51.75,0,0,0,0,0,0,62.37
1,89.05,67.91,1,2,60.22,0,0,0,0,85.29,0,82.97
0,0,72.97,1,4,56.67,0,0,0,0,82.04,0,0
0,0,73.63,1,2,70.03,0,0,0,0,84.03,0,0
1,63.08,66.32,3,3,75.02,67.14,0,0,0,0,63.18,0
1,77.42,74.89,3,3,74.13,68.92,0,0,0,0,0,73.71
1,74.86,72.92,1,3,68.5,0,78.23,0,0,0,0,79.13
0,0,64.08,3,4,77.59,0,0,0,0,0,0,74.23
0,0,91.82,2,3,64.47,0,0,0,0,0,0,100
1,72.1,74.4,1,3,56.9,0,65.18,0,0,0,0,78.64
1,47.47,66.69,1,2,54.76,0,0,0,0,60.55,0,60.95
0,0,64.28,3,3,63.18,0,0,0,0,73.56,0,0
0,0,80.29,2,2,75.47,0,0,0,0,0,0,92.37
0,0,71.02,3,2,62.48,0,0,0,0,0,74.03,0
1,81.04,95.48,1,4,72.27,0,0,0,0,98.14,0,96.77
1,65.04,65.64,2,2,74.18,0,0,0,0,0,72.25,72.87
0,0,57.57,2,3,65.43,0,0,0,0,66.69,0,0
1,64.61,69.72,2,2,79.97,0,0,0,0,66.32,0,64.05
0,0,71.75,3,1,65.58,0,0,0,0,0,80.55,0
1,33.35,48.82,3,4,77.51,0,0,0,0,0,47.11,40.97
0,0,66.91,1,3,90.09,0,0,0,0,0,0,74.89
1,68.52,66.32,2,2,70.5,0,0,0,0,68.52,0,57.44
1,61.24,66.31,3,1,83.98,0,54.78,0,0,0,0,0
1,47.68,63.7,1,3,66.98,0,0,0,0,0,48.72,64.43
1,60.28,56.57,1,2,67.9,0,0,0,0,0,49.68,60.09
0,0,77.58,1,1,51.39,0,0,0,0,0,87.8,0
0,0,64.16,1,3,81.78,0,0,0,0,0,0,76.03
0,0,59.76,2,3,59.91,0,0,0,0,66.22,0,0
1,34.05,62.4,1,4,71.52,0,0,0,0,0,51.16,39.99
1,68.83,65.28,3,1,56.08,0,64.97,0,0,0,0,0
1,65.76,71.09,2,1,62.96,0,66.6,0,0,0,0,0
1,75.15,76.68,2,1,66.71,0,67.97,0,0,0,0,0
0,0,60.47,2,3,70.92,0,0,0,0,0,69.07,0
0,0,65.21,2,3,76,0,0,0,0,0,80.04,0
0,0,56.54,1,3,68.32,0,0,0,0,0,0,71.61
0,0,36.08,1,2,67.99,0,0,0,0,0,48.06,0
0,0,71.56,2,3,82.47,0,0,0,0,80.18,0,0
0,0,85.2,1,1,46.51,0,0,0,0,0,94.49,0
1,61.29,75.22,2,4,71.84,0,0,0,58.77,67.22,0,0
1,92.86,64.93,2,3,74.3,0,0,0,0,0,71.14,87.93
0,0,70.96,1,2,68.44,0,0,0,0,80.66,0,0
1,58.72,58.25,1,4,81.46,0,0,0,0,0,52.12,50.98
0,0,68.78,3,1,71.65,0,0,0,0,0,81.12,0
0,0,65.72,1,4,80.31,0,0,0,0,78.48,0,0
1,78.15,61.47,3,4,82.82,69.68,0,0,0,0,0,79.02
0,0,74.06,3,4,78.83,0,0,0,0,0,84.17,0
1,35.93,96,2,1,78.24,0,73.36,0,0,0,0,0
0,0,86.65,1,2,60.09,0,0,0,0,0,0,97.47
0,0,69.28,3,2,79.62,0,0,0,0,0,0,82.83
0,0,78.84,1,2,51.6,0,0,0,0,0,89.23,0
0,0,78.63,3,3,69.88,0,0,0,0,89.38,0,0
1,69.86,63.52,3,2,74.64,0,0,0,0,0,58.02,68.16
0,0,76.44,3,4,80.69,0,0,0,0,85.61,0,0
0,0,55.59,1,2,63.92,0,0,0,0,66.29,0,0
1,60.58,61.95,2,3,71.27,0,0,0,0,65.19,70.18,0
1,69.4,72.39,3,2,72.93,0,61.39,0,0,0,62.11,0
0,0,65.85,3,4,57.86,0,0,0,0,78.87,0,0
0,0,87.56,1,3,77.36,0,0,0,0,100,0,0
1,72.67,76.48,1,1,72.79,0,72.35,0,0,0,0,0
0,0,66.18,2,1,73.75,0,0,0,0,0,72.16,0
1,45.1,65.29,2,1,55.59,0,57.51,0,0,0,0,0
0,0,71.87,3,4,68.37,0,0,0,0,0,0,81.15
1,60.57,59.44,3,3,65.72,57.74,0,0,0,0,0,58.62
0,0,75.96,3,1,84.2,0,0,0,0,0,0,85.12
1,34.61,56.25,1,3,78.92,0,0,0,0,37.91,39.75,0
1,70.94,76.23,1,4,78.31,0,83.11,0,0,0,0,73.41
1,70.49,68.35,3,2,81.57,0,0,0,0,0,61.97,64.9
0,0,74.15,1,3,54.72,0,0,0,0,85.03,0,0
1,43.47,59.87,3,2,66.62,0,0,0,0,58.13,0,44.03
0,0,72.45,3,1,67.47,0,0,0,0,0,79.85,0
1,47.46,94.12,3,2,73.29,0,0,79.08,0,0,0,70.36
1,45.87,65.43,2,2,80.1,0,0,0,0,53.16,53.31,0
0,0,73.17,2,2,77.08,0,0,0,0,0,80.81,0
0,0,85.06,3,4,83.84,0,0,0,0,0,90.78,0
0,0,77.62,2,4,80.1,0,0,0,0,0,86.51,0
1,69.12,74.32,2,3,86.65,0,0,0,64.04,80.95,0,0
1,47.41,59.86,1,3,80.83,0,0,0,0,49.51,0,61.11
0,0,57.22,3,1,73.09,0,0,0,0,0,0,68.86
0,0,70.53,2,2,59.83,0,0,0,0,78.12,0,0
0,0,65.37,1,4,64.46,0,0,0,0,0,0,74.97
0,0,69.81,3,3,61.11,0,0,0,0,0,81.85,0
0,0,72.06,1,1,60.52,0,0,0,0,0,0,84.29
0,0,63.24,3,3,55.33,0,0,0,0,0,72.95,0
1,56.16,74.94,3,4,83.83,65.21,0,0,0,0,0,65.68
0,0,88.59,2,3,66.02,0,0,0,0,94.38,0,0
0,0,59.91,3,4,68.96,0,0,0,0,72.86,0,0
0,0,65.3,2,4,69.78,0,0,0,0,0,75.89,0
0,0,69.5,2,1,59.76,0,0,0,0,78.88,0,0
1,97.33,81.4,1,1,75.61,93.35,0,0,0,0,0,0
0,0,58.14,1,3,68.35,0,0,0,0,0,0,64.3
0,0,59.35,3,2,64.06,0,0,0,0,72.4,0,0
0,0,48.36,1,4,77.43,0,0,0,0,0,58.24,0
1,65.34,65.6,3,4,68.78,69.15,0,0,0,0,0,58.38
1,52.84,76.8,1,1,69.97,57.92,0,0,0,0,0,0
0,0,80.65,3,1,53.28,0,0,0,0,0,0,87.61
1,58.58,73.57,1,4,76.66,0,0,0,0,0,59.19,67.71
0,0,63.99,3,1,63.85,0,0,0,0,0,0,73.46
0,0,77.06,1,4,53.67,0,0,0,0,86.75,0,0
0,0,72.04,3,1,68.93,0,0,0,0,0,0,82.05
1,32.3,50.79,3,3,78.5,0,0,0,0,0,48.88,47.59
0,0,57.72,1,3,59.62,0,0,0,0,0,67.33,0
0,0,85.12,3,3,74.94,0,0,0,0,0,98.41,0
0,0,73.22,1,1,80.26,0,0,0,0,0,83.33,0
1,32.42,56.25,1,4,62.58,0,0,0,0,0,34.97,53.68
1,89.5,78.2,1,4,80.65,0,0,0,86.26,0,77.82,0
1,57.06,80.61,2,3,69.66,0,0,59.66,0,0,0,76.63
0,0,65.65,1,2,81.3,0,0,0,0,70.4,0,0
0,0,76.58,2,2,64.37,0,0,0,0,87.42,0,0
1,74.01,32.6,3,3,72.82,0,0,0,0,0,43.42,44.32
0,0,79.74,3,3,49.16,0,0,0,0,0,94.05,0
1,73.04,81.75,2,4,65.24,0,80.5,0,0,0,76.18,0
1,62.76,58.75,2,3,89.68,0,0,0,0,0,70.36,61.31
0,0,72.82,3,1,51.59,0,0,0,0,0,0,84.42
0,0,66.62,2,4,61.66,0,0,0,0,76.8,0,0
0,0,68.97,1,2,69.07,0,0,0,0,0,0,80.63
0,0,65.75,1,4,81.2,0,0,0,0,76.47,0,0
0,0,56.68,1,1,57.36,0,0,0,0,65.09,0,0
0,0,88.9,2,1,66.58,0,0,0,0,97.61,0,0
0,0,66.9,2,2,83.42,0,0,0,0,0,76.45,0
0,0,71.05,1,4,80.81,0,0,0,0,0,78.25,0
1,62.9,59.91,1,3,56.27,0,0,0,0,0,55.17,62.62
0,0,59.63,3,2,63.73,0,0,0,0,71.58,0,0
1,75.02,74.13,2,3,60.52,0,0,0,76.62,0,69.85,0
0,0,75.26,2,2,85.51,0,0,0,0,84.2,0,0
1,47.77,78.78,1,3,62.36,0,63.25,0,0,0,0,60.31
0,0,81.04,2,3,75.62,0,0,0,0,0,0,88.52
0,0,67.9,1,4,66.17,0,0,0,0,0,76.83,0
0,0,65.56,1,1,72.74,0,0,0,0,75.15,0,0
1,57.26,77.47,1,3,76.25,0,72.42,0,0,0,74.97,0
0,0,63.63,2,3,73.88,0,0,0,0,0,0,73.09
1,60.11,78.72,2,4,70.65,0,0,60.03,0,0,65.77,0
1,73.3,73.75,2,4,66.64,0,0,0,0,0,64.28,73.16
0,0,81.55,2,4,59.68,0,0,0,0,0,91.98,0
0,0,76.7,2,4,85.47,0,0,0,0,0,0,87.52
0,0,59.46,1,4,75.01,0,0,0,0,69.49,0,0
1,62.03,61.34,1,4,56.69,0,0,0,0,69.52,0,52.32
0,0,77.32,2,2,68.26,0,0,0,0,83.95,0,0
1,87.89,89.07,2,4,81.39,0,85.79,91.14,0,0,0,0
1,35.61,56.77,3,3,71.07,49.19,0,0,0,0,0,42.28
1,57.98,70.23,3,4,52.68,71.24,0,0,0,0,0,66.72
0,0,72.82,3,3,75.54,0,0,0,0,0,0,81.99
1,65.03,54.74,3,4,59.99,0,0,0,0,0,62.99,51.99
0,0,74.78,2,3,52.24,0,0,0,0,86.28,0,0
0,0,69.07,2,3,77.85,0,0,0,0,78.15,0,0
0,0,49.03,3,4,72.94,0,0,0,0,0,0,59.22
0,0,86.22,1,3,76.77,0,0,0,0,0,0,95.18
0,0,61.37,2,3,88.59,0,0,0,0,0,0,67.13
1,69.13,57.17,1,4,55.63,0,0,0,0,0,67.25,68.55
0,0,74.2,3,1,63.38,0,0,0,0,0,83.04,0
0,0,75.57,2,1,72,0,0,0,0,85.29,0,0
0,0,77.36,2,2,80.3,0,0,0,0,0,89.16,0
1,51.66,66.14,2,1,54.97,0,64.32,0,0,0,0,0
1,60.4,69.89,2,2,57.89,0,0,0,0,56.32,62.85,0
0,0,62.69,1,2,70.28,0,0,0,0,0,70.08,0
1,52.94,56.9,1,4,65.3,0,0,0,0,61.7,53.17,0
0,0,80.79,3,3,60.6,0,0,0,0,0,0,90.93
1,72.27,68.97,2,2,70.25,0,0,0,0,0,62.99,65.17
0,0,68.18,1,4,63.46,0,0,0,0,0,75.8,0
1,81.47,50.01,3,3,54.08,65.66,0,0,0,0,0,68.74
1,81.93,68.22,1,4,47.59,0,0,0,0,0,70.13,80.81
0,0,61.58,1,2,49.28,0,0,0,0,0,70.95,0
1,50.43,68.25,2,4,79.79,0,0,0,0,52.33,66.41,0
0,0,67.81,3,1,80.15,0,0,0,0,78.3,0,0
1,58.1,65.54,2,3,63.09,0,0,0,0,0,63,64.45
0,0,79.39,1,1,71.38,0,0,0,0,0,89.37,0
0,0,74.47,1,4,75.44,0,0,0,0,83.15,0,0
1,37.36,81.27,3,3,51.08,53.22,0,0,0,0,0,65.61
0,0,56.75,1,4,79.67,0,0,0,0,0,62.6,0
0,0,63.51,2,3,66.83,0,0,0,0,0,0,71.81
0,0,69.6,1,4,66.18,0,0,0,0,0,80.38,0
1,48.56,65.93,2,4,61.79,0,0,0,0,0,65.05,48.48
0,0,69.21,2,3,58.89,0,0,0,0,0,0,79.08
1,99.31,58.18,3,1,78.66,79.51,0,0,0,0,0,0
0,0,62.84,3,1,60.49,0,0,0,0,71.96,0,0
0,0,53.58,3,4,93.15,0,0,0,0,0,63.24,0
0,0,61.1,2,3,85.07,0,0,0,0,0,71.99,0
1,48.39,76.94,2,2,71.81,55.96,0,0,0,0,0,66.61
0,0,67.86,1,2,66.91,0,0,0,0,0,0,75.55
0,0,85.06,1,4,80.66,0,0,0,0,97.76,0,0
1,55.53,64.04,2,4,57.43,0,0,0,0,0,60.46,58.72
1,46.16,71.19,2,2,65.75,53.17,0,58.83,0,0,0,0
1,38.23,57.87,2,3,56.25,0,0,0,0,0,46.94,52.96
0,0,96.01,2,3,60.28,0,0,0,0,0,100,0
1,60.64,68.21,1,3,68.22,0,0,0,0,0,60.99,60.55
0,0,78.3,2,3,54.81,0,0,0,0,0,89.17,0
1,61.39,74.13,1,4,70.86,0,74.89,0,0,0,70.33,0
1,58.51,64.16,1,1,65.51,53.7,0,0,0,0,0,0
1,44.24,56.69,3,1,77.32,0,57.09,0,0,0,0,0
1,55.41,71.56,1,1,79.57,0,56.66,0,0,0,0,0
1,53.42,64.43,1,3,65.82,0,0,0,0,66.18,0,56.5
0,0,68.44,1,2,64.23,0,0,0,0,0,0,78.33
0,0,76.51,2,1,68.23,0,0,0,0,0,0,86.9
1,68.07,70.78,1,3,78.37,0,69.58,0,70.75,0,0,0
0,0,73.77,1,3,61.63,0,0,0,0,82.83,0,0
1,56.99,71.5,3,3,79.75,70.23,0,0,0,0,70.64,0
0,0,55.33,2,1,68.44,0,0,0,0,65.16,0,0
0,0,83.96,2,3,74.91,0,0,0,0,95.24,0,0
1,67.31,81.76,3,1,55.81,78.99,0,0,0,0,0,0
1,47.41,58.64,3,2,51.19,0,0,0,0,44.75,49.72,0
0,0,75.05,1,3,77.06,0,0,0,0,0,0,83.26
0,0,63.38,3,1,58.44,0,0,0,0,0,73.76,0
0,0,62.53,3,2,56.21,0,0,0,0,71.07,0,0
1,55.93,69.95,1,4,55.05,0,0,0,0,65.53,0,56.63
1,40.24,87.48,3,3,63.03,71.13,0,0,0,0,66.04,0
0,0,80.58,2,4,95.48,0,0,0,0,0,88.32,0
0,0,76.05,3,1,51.82,0,0,0,0,0,0,85.97
0,0,58.49,1,3,71.11,0,0,0,0,0,65.93,0
0,0,95.54,3,4,87.37,0,0,0,0,0,100,0
0,0,78.74,2,3,62.65,0,0,0,0,93.06,0,0
0,0,46.51,2,3,69.95,0,0,0,0,57.61,0,0
1,60.42,73.99,3,2,64.17,0,0,74.57,0,0,0,71.87
1,53.62,65.11,1,4,77.21,0,0,0,0,55.84,54.51,0
1,81.33,74.1,1,4,74.2,0,80.84,0,85.61,0,0,0
1,66.85,74.01,2,3,63.74,0,78.05,0,0,76.93,0,0
1,52.07,60.81,2,2,51.9,0,0,0,0,64.64,0,49.54
1,58.38,88.26,3,1,61.99,67.75,0,0,0,0,0,0
1,48.89,72,3,3,63.94,64.96,0,0,0,0,0,63.25
1,50.88,79.41,1,2,74.99,0,72.7,0,0,0,73.71,0
0,0,83.51,2,1,54.94,0,0,0,0,0,92.15,0
0,0,62.62,1,4,68.68,0,0,0,0,71.2,0,0
0,0,60.88,1,1,84.67,0,0,0,0,0,0,68.42
0,0,81.22,3,2,59.07,0,0,0,0,0,93.07,0
0,0,83.93,2,4,77.16,0,0,0,0,95.6,0,0
0,0,56.23,3,1,96.63,0,0,0,0,0,0,61.3
0,0,90.11,3,4,56.37,0,0,0,0,98.56,0,0
1,49.33,67.64,1,4,69.11,0,0,0,0,0,50.7,48.98
0,0,76.92,1,4,77.94,0,0,0,0,0,91.53,0
1,56.27,75.64,2,3,67.13,0,0,0,0,70.04,0,57.48
0,0,60.29,1,3,62.55,0,0,0,0,0,0,70.86
1,35.37,61.36,1,4,67.08,0,0,0,0,55.28,0,43.24
0,0,49.16,3,4,59.09,0,0,0,0,59.7,0,0
1,49.37,58.49,3,1,67.64,0,46.16,0,0,0,0,0
1,59.76,55.18,2,1,70.72,62.05,0,0,0,0,0,0
0,0,70.4,1,3,65.83,0,0,0,0,0,0,84.2
1,74.31,83.69,1,1,66.9,72.1,0,0,0,0,0,0
1,68.16,69.73,1,2,71.24,0,0,0,0,59.32,62.88,0
0,0,73.39,3,1,67.26,0,0,0,0,80.48,0,0
1,50.76,77.78,3,1,64.46,0,62.51,0,0,0,0,0
0,0,76.8,3,1,71.51,0,0,0,0,0,91.77,0
0,0,66.14,3,3,75.36,0,0,0,0,0,78.82,0
0,0,55.37,1,3,74.25,0,0,0,0,67.09,0,0
1,62.59,65.7,2,1,76.32,0,70.97,0,0,0,0,0
1,35.26,70.63,2,4,78.57,0,0,0,0,0,56.07,50.76
0,0,61.28,1,3,59.46,0,0,0,0,0,0,73.89
0,0,73.62,1,1,57.51,0,0,0,0,0,0,84.98
1,71.74,67.07,1,3,67.91,0,0,0,0,0,77.09,78.96
0,0,76.22,3,3,60.33,0,0,0,0,0,0,86.58
0,0,61.97,3,2,73.61,0,0,0,0,72.19,0,0
1,54.65,60.78,2,2,69.69,0,0,0,0,53.28,0,55.41
0,0,87.74,1,1,72.65,0,0,0,0,0,94.75,0
1,62.26,70.29,3,1,66.93,68.37,0,0,0,0,0,0
1,56.17,75.53,2,1,69.93,75.23,0,0,0,0,0,0
0,0,59.02,2,4,76.51,0,0,0,0,0,69.86,0
0,0,66.23,3,1,82.41,0,0,0,0,75.11,0,0
1,64.48,76.82,2,3,87.39,76.78,0,0,0,0,74.17,0
1,73.66,85.66,1,3,68.26,0,0,76.96,80.7,0,0,0
1,59.55,62.76,3,3,75.27,66.75,0,0,0,0,62.5,0
0,0,61.97,2,1,69.34,0,0,0,0,0,70.78,0
0,0,69.77,3,4,59.91,0,0,0,0,0,0,80.42
1,41.59,54.76,2,2,76.83,0,0,0,0,0,45.47,51.64
0,0,69.7,1,2,71.08,0,0,0,0,0,78.43,0
0,0,69.35,1,1,60.93,0,0,0,0,0,82.03,0
1,61.03,77.25,2,2,73.57,0,0,0,0,71.95,0,68.7
1,55.92,84.15,2,2,72.94,0,0,64.21,0,0,0,65.51
0,0,75.7,1,2,69.7,0,0,0,0,85.23,0,0
0,0,77.42,2,1,55.17,0,0,0,0,0,87.54,0
0,0,70.52,3,4,60.79,0,0,0,0,81.39,0,0
0,0,66.4,3,3,68.51,0,0,0,0,0,75.51,0
1,60.6,50.04,3,2,78.64,0,0,0,0,0,49.15,50.74
1,55.08,61.14,2,4,66.84,0,0,0,0,0,63.33,53.8
1,81.84,72.17,1,3,69.21,0,0,71.94,0,0,0,69.52
1,60.83,53.54,3,1,73.28,51.45,0,0,0,0,0,0
0,0,72.43,2,4,88.99,0,0,0,0,0,84.61,0
0,0,65.99,1,4,74.46,0,0,0,0,0,0,75.66
1,66.89,59.78,3,1,65.7,0,58.99,0,0,0,0,0
0,0,65.3,2,3,62.34,0,0,0,0,0,0,76.61
0,0,77.29,3,1,67.98,0,0,0,0,0,0,84.23
1,35.38,78.86,3,1,55.81,54.39,0,0,0,0,0,0
0,0,50.63,1,2,80.16,0,0,0,0,0,63.39,0
0,0,68.51,2,1,71.62,0,0,0,0,0,0,79
0,0,79.14,3,2,65.6,0,0,0,0,0,0,87.07
1,78.25,67.42,1,1,85.19,0,73.25,0,0,0,0,0
0,0,71.09,1,2,62.15,0,0,0,0,81.3,0,0
1,90.52,55.05,3,2,100,0,0,0,0,78.16,0,62.92
1,75.81,65.2,3,4,69.07,0,0,0,0,0,66.95,63.83
0,0,88.29,2,2,61.36,0,0,0,0,97.85,0,0
1,68.39,62.12,3,4,58.56,0,0,0,0,0,71.8,55.79
1,44.04,55.59,1,3,50.5,0,0,0,0,0,49.25,42.79
0,0,71.49,1,3,80.45,0,0,0,0,0,0,83.4
0,0,77.89,2,3,57.45,0,0,0,0,91.62,0,0
0,0,81.94,3,1,61.35,0,0,0,0,0,89.8,0
0,0,64.82,3,2,62.02,0,0,0,0,0,77.03,0
0,0,72.22,3,2,71.73,0,0,0,0,0,0,82.65
1,47.1,75.44,1,3,56.71,0,0,0,0,52.42,54.81,0
1,72.89,76.49,3,4,63.89,68.84,0,0,0,0,64.86,0
1,47.86,64.53,1,3,66.52,0,0,0,0,51.09,57.61,0
0,0,87.13,3,1,60.58,0,0,0,0,0,0,95.67
1,78,63.13,3,1,90.11,0,80.08,0,0,0,0,0
1,66.84,77.08,1,3,66.23,78.88,79.7,0,0,0,0,0
0,0,69.78,1,1,55.78,0,0,0,0,81.57,0,0
1,60.62,64.13,3,1,60.08,0,66.77,0,0,0,0,0
0,0,63.57,3,1,64.16,0,0,0,0,0,0,76.36
0,0,64.14,2,3,64.13,0,0,0,0,0,0,77.77
0,0,65.53,2,3,67.48,0,0,0,0,0,79.3,0
0,0,59.81,3,3,59.63,0,0,0,0,0,72.27,0
1,44.96,76.97,2,2,60.78,0,63.25,0,0,65.24,0,0
1,45.35,62.96,3,4,67.6,59.13,0,0,0,0,55.97,0
1,51.16,63.85,1,3,80.88,0,0,0,0,60.9,0,55.19
1,27.32,74.89,3,3,66.77,54.62,0,0,0,0,42.05,0
1,50.56,68.92,2,3,54.27,0,0,0,0,68.97,61.35,0
0,0,55.78,2,4,84.15,0,0,0,0,0,0,69.63
1,61.18,60.64,3,2,56.77,0,0,0,0,61.15,61.66,0
0,0,68.03,2,1,69.87,0,0,0,0,0,0,74.6
1,41.4,64.25,3,3,83.57,42.84,0,0,0,0,50.86,0
1,73.5,77.5,2,4,67.61,0,0,78.6,0,0,70.05,0
1,87.03,62.36,1,3,51.48,0,0,0,0,0,84.64,69.57
1,56.88,60.33,1,3,80.83,0,0,0,0,0,62.87,65.17
1,83.62,59.89,1,3,71.01,0,0,0,0,73.98,0,79.34
0,0,74.07,1,2,67.96,0,0,0,0,0,88.18,0
0,0,74.83,1,1,73.03,0,0,0,0,0,86.18,0
1,76.76,53.28,3,4,67.59,68.1,0,0,0,0,0,55.07
1,36.54,76.22,3,1,61.47,0,51.29,0,0,0,0,0
0,0,78.61,3,2,61.87,0,0,0,0,96.23,0,0
0,0,53.09,2,2,60.24,0,0,0,0,0,0,60.23
1,60.46,63.1,3,2,67.65,0,0,0,0,57.72,0,68.77
1,59.45,84.29,3,2,70.04,0,0,0,72.37,0,69.15,0
1,79.05,80.06,2,2,83.23,0,77.64,0,0,0,70.36,0
1,49.35,70.25,1,2,69.57,52.29,63.9,0,0,0,0,0
0,0,75.01,1,3,60.81,0,0,0,0,0,0,87.07
0,0,91.12,2,2,77.98,0,0,0,0,0,100,0
0,0,75.03,3,3,65.96,0,0,0,0,85.57,0,0
0,0,57.79,2,1,76.96,0,0,0,0,0,0,67.51
0,0,83.65,2,1,77.9,0,0,0,0,0,0,94.74
0,0,61.29,2,1,76.13,0,0,0,0,0,0,74.31
1,47.87,79.94,1,3,76.58,69.52,0,0,0,0,0,71.18
1,43.44,76.56,2,4,64.87,0,0,0,0,59.34,0,53
0,0,78.9,3,4,70.95,0,0,0,0,0,0,91.5
0,0,85.41,1,4,85.95,0,0,0,0,0,0,94.61
0,0,55.34,1,4,71.98,0,0,0,0,65.42,0,0
0,0,69.3,3,1,52.68,0,0,0,0,0,81.21,0
1,51.03,89.46,1,2,76.17,70.91,0,0,0,0,0,61.29
1,37.2,79.76,3,3,72.11,0,0,0,0,0,64.73,50.43
0,0,71.77,3,1,69.26,0,0,0,0,84.58,0,0
0,0,59.77,2,1,74.25,0,0,0,0,64.65,0,0
1,41.1,71.07,1,2,80.53,0,0,63.55,0,0,53.71,0
0,0,60.88,2,4,69.6,0,0,0,0,0,0,75.6
1,80.14,55.32,1,1,58.5,76.8,0,0,0,0,0,0
1,48.9,75.76,2,3,64.09,0,0,55.57,0,53.43,0,0
0,0,70.65,3,2,61.85,0,0,0,0,0,0,80.53
0,0,62.26,1,1,100,0,0,0,0,73.42,0,0
1,62.97,73.95,1,1,72.36,0,73.29,0,0,0,0,0
1,61.47,64.96,2,2,74.5,0,0,0,0,61.36,0,70.8
0,0,87.8,1,2,70.85,0,0,0,0,0,95.84,0
1,62.38,69.69,1,2,77.44,0,0,0,0,61.72,62.66,0
0,0,85.77,2,4,69.03,0,0,0,0,0,0,96.58
0,0,61.87,2,2,68.64,0,0,0,0,0,75.23,0
1,37.01,76.13,1,4,71.98,0,46.88,0,49.03,0,0,0
1,34.32,88.44,1,4,86.09,0,0,0,66,0,0,64.18
0,0,72.71,1,2,64.32,0,0,0,0,0,0,81.36
0,0,81.36,2,4,80.18,0,0,0,0,0,91.73,0
