EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5
1,54.18,50.57,2,4,65.11,0,0,0,57.7,46.56
0,0,75.08,1,3,74.08,0,0,88.21,0,0
1,48,75.83,1,2,78.45,0,0,65.06,0,61.36
0,0,79.27,1,3,56.27,0,0,92.44,0,0
1,79.63,88,3,1,64.39,0,90.92,0,0,0
0,0,58.05,3,1,63.79,0,0,0,68.84,0
1,77.18,75.17,1,2,58.95,0,85.78,0,70.85,0
1,65.2,74.09,1,3,75.13,67.28,65.75,0,0,0
1,71.61,65.81,2,1,80.94,77.19,0,0,0,0
0,0,73.97,2,4,65.02,0,0,82.95,0,0
1,61.57,75,3,2,53.08,0,0,0,69.42,67.99
0,0,57.81,1,1,70.46,0,0,0,66.21,0
1,50.81,72.46,3,1,67.21,0,65.8,0,0,0
1,47.66,60.82,1,4,79.97,0,0,0,57.78,53.08
0,0,63.48,2,2,79.13,0,0,72.14,0,0
0,0,52.25,2,1,67.96,0,0,61.31,0,0
0,0,65.27,3,1,64.35,0,0,0,0,76.46
1,80.19,67.96,3,2,65.37,0,0,0,68.84,76.12
1,52.99,75.5,3,2,74.1,0,57.44,0,0,54.77
0,0,70.01,2,2,61.56,0,0,80.82,0,0
0,0,54.58,1,4,71.9,0,0,0,0,66.85
0,0,78.62,1,1,62.92,0,0,87.33,0,0
0,0,68.81,3,3,75.71,0,0,0,79.84,0
0,0,74.88,1,2,49.8,0,0,89.11,0,0
0,0,79.66,1,3,84.12,0,0,89.21,0,0
1,45.48,84.23,3,4,63.96,69.83,0,0,0,67.34
0,0,89.61,2,3,68.86,0,0,96.4,0,0
0,0,69.28,3,1,63.71,0,0,80.5,0,0
0,0,73.11,3,4,68.8,0,0,0,0,82.14
0,0,59.22,3,4,73.24,0,0,70.89,0,0
1,68.1,80.62,1,2,68,0,71.37,80.09,0,0
0,0,58.15,3,1,61.68,0,0,0,0,66.13
0,0,51.95,3,2,72.13,0,0,0,63.62,0
0,0,78.3,2,2,84.02,0,0,0,0,89.69
1,53.82,64.78,2,3,59.95,0,0,64.79,67.68,0
1,53.95,77.78,3,1,63.24,60.11,0,0,0,0
0,0,74.08,2,3,60.6,0,0,85.81,0,0
1,49.56,53.7,3,1,67.32,0,48.82,0,0,0
0,0,42.8,2,3,71.94,0,0,53.8,0,0
0,0,59.03,3,2,60.35,0,0,67.78,0,0
0,0,70.16,2,2,59.37,0,0,0,0,81.08
1,73.23,57.78,1,2,51.53,0,0,61.37,0,63.6
0,0,63.47,2,1,48.57,0,0,0,74.72,0
0,0,55.41,2,2,87.97,0,0,0,0,63.29
0,0,71.7,3,1,67.68,0,0,0,82.64,0
1,65.58,70.91,2,3,67.09,0,0,63.3,59.78,0
1,66.86,65.19,2,3,81.48,0,0,60.73,65.74,0
1,74.44,83.97,1,3,78.77,0,0,82.6,0,70.59
0,0,84.98,3,2,84.32,0,0,0,0,98.41
0,0,75.65,1,1,57.96,0,0,0,85.02,0
1,65.86,52,3,2,77.79,0,0,0,60.05,62.54
0,0,58.95,3,2,91.91,0,0,0,0,67.51
1,52.34,74.07,3,2,87.61,0,54.91,70.3,0,0
1,71.62,63.71,2,1,69.08,0,77.24,0,0,0
0,0,65.13,3,1,71.23,0,0,0,75,0
0,0,78.99,1,2,80.59,0,0,0,88.79,0
0,0,75.11,2,2,38.83,0,0,86.74,0,0
0,0,83.14,3,1,74.87,0,0,94.2,0,0
0,0,65.71,3,2,63.47,0,0,78.36,0,0
0,0,83.75,2,1,52.56,0,0,0,95.69,0
0,0,64.46,1,4,76.57,0,0,71.55,0,0
0,0,84.99,1,4,70.68,0,0,0,0,95.5
1,65.84,71.06,2,3,71.42,0,0,0,67.7,76.2
0,0,61.39,2,3,70.44,0,0,0,72.6,0
